condition,model,accuracy,precision,recall,f1,train_time_s,predict_time_s,total_time_s,cv_f1_mean,cv_f1_std
Avec prétraitement NLP,Naive Bayes,0.8565,0.8463182436370701,0.8712,0.8585788903124076,0.061739299999317154,0.011931799999729265,0.07367109999904642,0.8615160435471868,0.0038107643475497033
Avec prétraitement NLP,Logistic Regression,0.8903,0.8806319485078994,0.903,0.891675718376617,1.7185132000013255,0.004912999997031875,1.7234261999983573,0.8904255554191586,0.0027391521396698485
Avec prétraitement NLP,SVM (LinearSVC),0.8801,0.8767096134786918,0.8846,0.8806371329019412,0.6313792000000831,0.002354899996134918,0.633734099996218,0.8822869935313424,0.0016120031145583152
Avec prétraitement NLP,Random Forest,0.8433,0.8276388623783165,0.8672,0.8469577107139369,14.71432459999778,0.2058889999971143,14.920213599994895,0.8448200231687063,0.003661578754368365
Sans prétraitement NLP,Naive Bayes,0.8594,0.8483908491663436,0.8752,0.8615869265603465,0.029136499993910547,0.00899300000310177,0.03812949999701232,0.8598114267852047,0.0018673393696851059
Sans prétraitement NLP,Logistic Regression,0.895,0.8893927444794952,0.9022,0.8957505957108817,1.667871700003161,0.0026155000014114194,1.6704872000045725,0.8932558467070713,0.0031765245963277394
Sans prétraitement NLP,SVM (LinearSVC),0.888,0.8838543727740403,0.8934,0.8886015516212453,1.0338052000006428,0.007911800006695557,1.0417170000073384,0.8897088867525721,0.0025523523826795355
Sans prétraitement NLP,Random Forest,0.8454,0.8312236286919831,0.8668,0.848639122772665,20.37112939999497,0.290968300003442,20.662097699998412,0.8387765973507314,0.0027687891490527894
